0,110,189,0.8825611472129822,1
0,135,169,0.07750316709280014,1
1,110,188,0.8971039056777954,1
1,136,169,0.07767383009195328,1
2,112,187,0.901188313961029,1
2,137,168,0.0729360580444336,1
3,116,177,0.8723668456077576,1
3,142,167,0.05909213423728943,1
3,212,155,0.05668775737285614,0
3,117,181,0.06035010889172554,0
4,123,175,0.8824501037597656,1
4,125,178,0.07377498596906662,0
5,129,165,0.8597683310508728,1
6,132,166,0.8817474842071533,1
7,134,167,0.8949132561683655,1
8,136,164,0.9022505879402161,1
8,135,163,0.053481608629226685,0
9,135,161,0.9048863649368286,1
9,137,165,0.05582193657755852,0
10,135,158,0.9142637848854065,1
10,212,140,0.06502535194158554,0
10,134,157,0.06849035620689392,0
11,135,153,0.9154298305511475,1
11,211,139,0.06034580618143082,0
11,134,154,0.07140373438596725,0
12,133,151,0.9029378890991211,1
12,132,153,0.07764217257499695,0
13,132,149,0.901286780834198,1
13,131,152,0.07513846457004547,0
14,132,147,0.8901837468147278,1
14,131,150,0.08182276040315628,0
15,133,144,0.8820812702178955,1
15,133,149,0.08464641124010086,0
16,135,144,0.883693277835846,1
16,135,150,0.08616118133068085,0
17,135,147,0.9121528267860413,1
17,135,150,0.07633505016565323,0
18,136,146,0.910897970199585,1
18,137,151,0.08558377623558044,0
19,136,147,0.908505380153656,1
19,137,151,0.08632394671440125,0
20,137,146,0.912199854850769,1
20,236,198,0.05339348688721657,0
20,137,150,0.08754947781562805,0
21,137,145,0.894345760345459,1
21,236,197,0.06010677292943001,0
21,136,149,0.0934966430068016,0
22,134,142,0.8902251720428467,1
22,134,147,0.09240955114364624,0
23,132,142,0.8774935007095337,1
23,132,146,0.0873415470123291,0
24,132,141,0.8716301918029785,1
24,132,147,0.07555244863033295,0
25,131,139,0.8298803567886353,1
25,132,147,0.08662910759449005,0
26,131,141,0.850601851940155,1
26,131,147,0.07748901098966599,0
27,131,142,0.864810049533844,1
27,131,147,0.07984022796154022,0
28,133,142,0.8986126184463501,1
28,132,148,0.06986991316080093,0
29,134,144,0.8907976746559143,1
29,133,148,0.08822920173406601,0
30,134,145,0.8982163667678833,1
30,134,149,0.0793086364865303,0
31,135,148,0.9002639055252075,1
31,134,150,0.09714167565107346,0
32,134,149,0.906666100025177,1
32,134,152,0.10172790288925171,0
33,135,150,0.9079011678695679,1
33,134,152,0.09624703973531723,0
34,135,151,0.9040731191635132,1
34,135,153,0.11883357167243958,0
35,137,152,0.9115338325500488,1
35,137,154,0.12645238637924194,0
36,137,154,0.9141971468925476,1
36,137,155,0.15276558697223663,0
37,139,158,0.9252761602401733,1
37,143,160,0.12129274010658264,0
38,141,161,0.9149351119995117,1
38,145,165,0.1365194469690323,0
39,143,162,0.8927461504936218,1
39,147,165,0.1521061211824417,0
40,144,163,0.9090911149978638,1
40,148,167,0.15115296840667725,0
41,145,164,0.9103642702102661,1
41,150,167,0.16458764672279358,0
42,145,161,0.9091862440109253,1
42,148,163,0.16035929322242737,0
43,146,158,0.915563702583313,1
43,149,161,0.1664092242717743,0
44,147,162,0.897589921951294,1
44,151,164,0.1895425021648407,0
45,148,162,0.8727009296417236,1
45,152,164,0.2111428827047348,0
46,149,166,0.8807015419006348,1
46,149,166,0.22490057349205017,0
47,152,168,0.8641318082809448,1
47,158,169,0.19398605823516846,0
48,153,169,0.8596848845481873,1
48,159,169,0.1739458292722702,0
49,155,169,0.8088216781616211,1
49,155,169,0.18198829889297485,0
50,154,166,0.7446998953819275,1
50,154,166,0.22882014513015747,0
51,156,159,0.7144523859024048,1
51,154,158,0.3475540280342102,0
52,153,148,0.6372244954109192,1
52,153,149,0.5663022994995117,0
53,152,141,0.6670281887054443,1
53,153,140,0.5873398184776306,0
54,149,131,0.6452586650848389,1
54,149,132,0.6129592061042786,0
55,148,128,0.4788278341293335,1
55,148,128,0.7470796704292297,0
56,147,118,0.39420878887176514,1
56,148,118,0.7250954508781433,0
57,148,116,0.22609061002731323,1
57,146,114,0.8035503029823303,0
58,144,108,0.16058920323848724,1
58,146,111,0.7526018619537354,0
59,143,101,0.2116926610469818,1
59,142,104,0.7635459899902344,0
60,142,99,0.2850401699542999,1
60,142,100,0.7804603576660156,0
60,144,117,0.059526946395635605,0
61,142,99,0.25167331099510193,1
61,141,101,0.7975698113441467,0
62,141,96,0.15492959320545197,1
62,141,98,0.8126047849655151,0
63,141,94,0.11506901681423187,1
63,141,94,0.8411974906921387,0
64,141,95,0.12546618282794952,1
64,141,95,0.8267375230789185,0
65,141,93,0.1264510452747345,1
65,141,93,0.8144258856773376,0
66,338,67,0.42241066694259644,1
66,343,70,0.05664242431521416,1
66,359,67,0.0503179095685482,1
66,141,92,0.09337598085403442,1
66,141,92,0.8290062546730042,0
67,338,74,0.1863802671432495,1
67,143,93,0.0940750241279602,1
67,143,93,0.789467453956604,0
68,145,92,0.09803862124681473,1
68,145,95,0.7490059733390808,0
69,147,91,0.1259232610464096,1
69,146,92,0.8216390013694763,0
70,148,92,0.13932164013385773,1
70,147,93,0.831493616104126,0
71,148,92,0.12527470290660858,1
71,147,94,0.8164585828781128,0
72,148,92,0.136850044131279,1
72,148,94,0.8296322226524353,0
73,149,93,0.089211605489254,1
73,149,94,0.8528770804405212,0
74,150,92,0.11338827759027481,1
74,149,93,0.8632023334503174,0
75,151,93,0.09652363508939743,1
75,151,94,0.8813936114311218,0
76,153,92,0.10047227889299393,1
76,152,92,0.8890841007232666,0
77,153,91,0.08910015225410461,1
77,153,92,0.8966782689094543,0
78,153,92,0.07401492446660995,1
78,153,93,0.8812389373779297,0
79,154,88,0.10842277854681015,1
79,154,90,0.8963639736175537,0
80,152,84,0.15931735932826996,1
80,151,85,0.9028106927871704,0
81,150,79,0.11259471625089645,1
81,293,69,0.06530028581619263,1
81,149,83,0.847987949848175,0
82,309,42,0.05315130576491356,1
82,148,77,0.1182776391506195,1
